ingredient,amount,name
Кирш,30 мл,morozhenoe so vkusom torta chernij les
Сахар,120 г,morozhenoe so vkusom torta chernij les
Какао-порошок,30 г,morozhenoe so vkusom torta chernij les
Вишня без косточек,400 г,morozhenoe so vkusom torta chernij les
Вишневый сок,170 мл,morozhenoe so vkusom torta chernij les
Сливки 35%-ные,70 мл,morozhenoe so vkusom torta chernij les
Яйцо куриное,6 штук,morozhenoe so vkusom torta chernij les
Белый мелкий сахар,190 г,morozhenoe so vkusom torta chernij les
Пшеничная мука,100 г,morozhenoe so vkusom torta chernij les
Сливочное масло,80 г,morozhenoe so vkusom torta chernij les
Горький шоколад,135 г,morozhenoe so vkusom torta chernij les
Коктейльная вишня,по вкусу,morozhenoe so vkusom torta chernij les
Сахарная пудра,1 столовая ложка,morozhenoe so vkusom torta chernij les
Сливки 30%-ные,800 мл,morozhenoe so vkusom torta chernij les
Яйцо куриное,2 штуки,morozhenoe so vkusom torta chernij les
Сахар,300 г,morozhenoe so vkusom torta chernij les
Сливки 30%-ные,350 мл,morozhenoe so vkusom torta chernij les
Гашеная сода,1 чайная ложка,morozhenoe so vkusom torta chernij les
Какао-порошок,3 столовые ложки,morozhenoe so vkusom torta chernij les
Молочный шоколад,½ куска,morozhenoe so vkusom torta chernij les
Горький шоколад,½ куска,morozhenoe so vkusom torta chernij les
Пшеничная мука,200 г,morozhenoe so vkusom torta chernij les
"Молоко 3,2%-ное",200 мл,morozhenoe so vkusom torta chernij les
Сахар,115 г,morozhenoe so vkusom torta chernij les
Вода,80 мл,morozhenoe so vkusom torta chernij les
Маршмеллоу,50 г,morozhenoe so vkusom torta chernij les
Горький шоколад,30 г,morozhenoe so vkusom torta chernij les
Сливки 30%-ные,380 мл,morozhenoe so vkusom torta chernij les
Сахар,325 г,morozhenoe so vkusom torta chernij les
Какао-порошок,40 г,morozhenoe so vkusom torta chernij les
Горький шоколад,60 г,morozhenoe so vkusom torta chernij les
Горький шоколад,100 г,morozhenoe so vkusom torta chernij les
Яйцо куриное,3 штуки,morozhenoe so vkusom torta chernij les
Пшеничная мука,3 столовые ложки,morozhenoe so vkusom torta chernij les
Какао-порошок,2 столовые ложки,morozhenoe so vkusom torta chernij les
Коньяк,1 столовая ложка,morozhenoe so vkusom torta chernij les
Сахар,3 столовые ложки,morozhenoe so vkusom torta chernij les
Сливочное масло,50 г,morozhenoe so vkusom torta chernij les
Сахар,130 г,morozhenoe so vkusom torta chernij les
Копченая соль,0.3 чайной ложки,morozhenoe so vkusom torta chernij les
Виноградное желе,7 чайных ложек,morozhenoe so vkusom torta chernij les
Голубика,300 г,klafuti s golubikoj
Пшеничная мука,60 г,klafuti s golubikoj
Яйцо куриное,3 штуки,klafuti s golubikoj
Сахар,60 г,klafuti s golubikoj
Молоко,300 мл,klafuti s golubikoj
Разрыхлитель,1 чайная ложка,klafuti s golubikoj
Ванилин,½ чайной ложки,klafuti s golubikoj
Пшеничная мука,400 г,klafuti s golubikoj
Сахар,200 г,klafuti s golubikoj
Маргарин,100 г,klafuti s golubikoj
Яйцо куриное,1 штука,klafuti s golubikoj
Молоко,80 мл,klafuti s golubikoj
Разрыхлитель,10 г,klafuti s golubikoj
Ванилин,0.2 г,klafuti s golubikoj
Сахар,6 столовых ложек,klafuti s golubikoj
Манная крупа,4 столовые ложки,klafuti s golubikoj
Пшеничная мука,4 столовые ложки,klafuti s golubikoj
Яйцо куриное,6 штук,klafuti s golubikoj
Ванилин,1 г,klafuti s golubikoj
Молоко,½ л,klafuti s golubikoj
Разрыхлитель,5 г,klafuti s golubikoj
Сливочное масло,125 г,klafuti s golubikoj
Сахар,125 г,klafuti s golubikoj
Пшеничная мука,125 г,klafuti s golubikoj
Яйцо куриное,2 штуки,klafuti s golubikoj
Молоко,2 столовые ложки,klafuti s golubikoj
Ванилин,1 чайная ложка,klafuti s golubikoj
Сахар,9 столовых ложек,klafuti s golubikoj
Пшеничная мука,1.299 стакана,klafuti s golubikoj
Манная крупа,1 стакан,klafuti s golubikoj
Молоко,1 стакан,klafuti s golubikoj
Яйцо куриное,4 штуки,klafuti s golubikoj
Сахар,1.5 стакана,klafuti s golubikoj
Ванилин,5 г,klafuti s golubikoj
Бананы,3 штуки,shokoladno bananovoe morozhenoe
Молоко,½ столовой ложки,shokoladno bananovoe morozhenoe
Сметана,5 чайных ложек,shokoladno bananovoe morozhenoe
Сахар,по вкусу,shokoladno bananovoe morozhenoe
Ванилин,на кончике ножа,shokoladno bananovoe morozhenoe
Шоколадные конфеты,8 штук,shokoladno bananovoe morozhenoe
Сливочное масло,100 г,shokoladno bananovoe morozhenoe
Печенье,200 г,shokoladno bananovoe morozhenoe
Бананы,2 штуки,shokoladno bananovoe morozhenoe
Сметана,200 г,shokoladno bananovoe morozhenoe
Молоко,100 мл,shokoladno bananovoe morozhenoe
Сахар,6 столовых ложек,shokoladno bananovoe morozhenoe
Какао,3 столовые ложки,shokoladno bananovoe morozhenoe
Желатин,10 г,shokoladno bananovoe morozhenoe
Творог,300 г,shokoladno bananovoe morozhenoe
Сметана,150 г,shokoladno bananovoe morozhenoe
Желатин,1 столовая ложка,shokoladno bananovoe morozhenoe
Сахар,2 столовые ложки,shokoladno bananovoe morozhenoe
Киви,2 штуки,shokoladno bananovoe morozhenoe
Персики,2 штуки,shokoladno bananovoe morozhenoe
Печенье «Топленое молоко»,200 г,shokoladno bananovoe morozhenoe
Сливочное масло,80 г,shokoladno bananovoe morozhenoe
Сметана,400 г,shokoladno bananovoe morozhenoe
Молоко,½ стакана,shokoladno bananovoe morozhenoe
Сахар,5 столовых ложек,shokoladno bananovoe morozhenoe
Какао,4 столовые ложки,shokoladno bananovoe morozhenoe
Бананы,6 штук,shokoladno bananovoe morozhenoe
Желатин,25 г,shokoladno bananovoe morozhenoe
Молоко,1.5 стакана,shokoladno bananovoe morozhenoe
Сметана,250 г,shokoladno bananovoe morozhenoe
Мягкий творог,400 г,shokoladno bananovoe morozhenoe
Сахар,1 стакан,shokoladno bananovoe morozhenoe
Ванильный сахар,2 столовые ложки,shokoladno bananovoe morozhenoe
Шоколад,50 г,shokoladno bananovoe morozhenoe
Бананы,1 штука,shokoladno bananovoe morozhenoe
Сливочное масло,200 г,shokoladno bananovoe morozhenoe
Молоко,3 столовые ложки,shokoladno bananovoe morozhenoe
Апельсины,1 штука,shokoladno bananovoe morozhenoe
Пряники,500 г,shokoladno bananovoe morozhenoe
Пряники,400 г,shokoladno bananovoe morozhenoe
Бананы,4 штуки,shokoladno bananovoe morozhenoe
Сметана,500 г,shokoladno bananovoe morozhenoe
Замороженные белые грибы,50 г,blinnyy tort s gribami i ovoschami
Шампиньоны,150 г,blinnyy tort s gribami i ovoschami
Сливочное масло,25 г,blinnyy tort s gribami i ovoschami
Сушеный тимьян,½ чайной ложки,blinnyy tort s gribami i ovoschami
Молоко,250 мл,blinnyy tort s gribami i ovoschami
Чеснок,1 зубчик,blinnyy tort s gribami i ovoschami
Рубленая петрушка,1 столовая ложка,blinnyy tort s gribami i ovoschami
Тонкие блины,12 штук,blinnyy tort s gribami i ovoschami
Сметана,150 г,blinnyy tort s gribami i ovoschami
Сливки 20%-ные,80 мл,blinnyy tort s gribami i ovoschami
Цветная капуста,200 г,blinnyy tort s gribami i ovoschami
Лук репчатый,1 головка,blinnyy tort s gribami i ovoschami
Капуста брокколи,200 г,blinnyy tort s gribami i ovoschami
Морковь,3 штуки,blinnyy tort s gribami i ovoschami
Голубой сыр,80 г,blinnyy tort s gribami i ovoschami
Сыр чеддер,2 столовые ложки,blinnyy tort s gribami i ovoschami
Соль,по вкусу,blinnyy tort s gribami i ovoschami
Яблоко,1 кг,blinnyy tort s gribami i ovoschami
Пшеничная мука,2 стакана,blinnyy tort s gribami i ovoschami
Сметана,1.5 банки,blinnyy tort s gribami i ovoschami
Сливочное масло,150 г,blinnyy tort s gribami i ovoschami
Уксус,1 чайная ложка,blinnyy tort s gribami i ovoschami
Сахар,1 стакан,blinnyy tort s gribami i ovoschami
Сода,½ чайной ложки,blinnyy tort s gribami i ovoschami
Яйцо куриное,1 штука,blinnyy tort s gribami i ovoschami
Пшеничная мука,400 г,blinnyy tort s gribami i ovoschami
Сахар,2 столовые ложки,blinnyy tort s gribami i ovoschami
Яйцо куриное,4 штуки,blinnyy tort s gribami i ovoschami
Молоко,1 л,blinnyy tort s gribami i ovoschami
Соль,на кончике ножа,blinnyy tort s gribami i ovoschami
Растительное масло,2 столовые ложки,blinnyy tort s gribami i ovoschami
Молоко,150 мл,blinnyy tort s gribami i ovoschami
Пшеничная мука,175 г,blinnyy tort s gribami i ovoschami
Сахар,100 г,blinnyy tort s gribami i ovoschami
Растительное масло,60 мл,blinnyy tort s gribami i ovoschami
Разрыхлитель,10 г,blinnyy tort s gribami i ovoschami
Какао,45 г,blinnyy tort s gribami i ovoschami
Соль,2 г,blinnyy tort s gribami i ovoschami
Сливочное масло,250 г,blinnyy tort s gribami i ovoschami
Яйцо куриное,3 штуки,blinnyy tort s gribami i ovoschami
Тыква,900 г,blinnyy tort s gribami i ovoschami
Сахар,200 г,blinnyy tort s gribami i ovoschami
Сливки 30%-ные,200 мл,blinnyy tort s gribami i ovoschami
Корица,по вкусу,blinnyy tort s gribami i ovoschami
Ванилин,по вкусу,blinnyy tort s gribami i ovoschami
Темный шоколад,100 г,blinnyy tort s gribami i ovoschami
Сливочное масло,180 г,blinnyy tort s gribami i ovoschami
Коричневый сахар,200 г,blinnyy tort s gribami i ovoschami
Пшеничная мука,100 г,blinnyy tort s gribami i ovoschami
Грецкие орехи,100 г,blinnyy tort s gribami i ovoschami
Яйцо куриное,5 штук,blinnyy tort s gribami i ovoschami
Пшеничная мука,1 стакан,blinnyy tort s gribami i ovoschami
Яблоко,7 штук,blinnyy tort s gribami i ovoschami
Растительное масло,1 столовая ложка,blinnyy tort s gribami i ovoschami
Ванильное мороженое,1 кг,morozhenoe s romom i suhofruktami
Курага,100 г,morozhenoe s romom i suhofruktami
Светлый изюм,100 г,morozhenoe s romom i suhofruktami
Финики без косточек,100 г,morozhenoe s romom i suhofruktami
Сушеные груши,100 г,morozhenoe s romom i suhofruktami
Сушеный ананас,100 г,morozhenoe s romom i suhofruktami
